city,country,continent,population,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm
Chicago,USA,North America,2700000,2022,Motorcycle,1.808,7.83,4,0.099242,0.00078383,7.51E-05,1.51433
Chicago,USA,North America,2700000,2022,ElectricCar,9.137,13.05,4,0.02175,7.97E-06,2.05E-06,0.24686
Chicago,USA,North America,2700000,2022,ElectricBike,4.243,7.04,4,0.003168,1.27E-06,3.05E-07,0.03241
Chicago,USA,North America,2700000,2022,Bus,12.808,9.97,4,0.079389,0.00094504,0.00011115,0.99237
Chicago,USA,North America,2700000,2022,Rail,24.005,13.04,4,0.015144,5.70E-06,1.06E-06,0.11242
Chicago,USA,North America,2700000,2022,Bicycle,6.783,4.74,4,0,0,0,0
Chicago,USA,North America,2700000,2022,Walk,4.698,1.91,4,0,0,0,0
Chicago,USA,North America,2700000,2023,Car,37.753,11.78,4,0.178992,0.00038437,4.66E-05,2.36263
Chicago,USA,North America,2700000,2023,Motorcycle,1.942,7.93,4,0.098321,0.00065578,7.67E-05,1.47804
Chicago,USA,North America,2700000,2023,ElectricCar,9.094,12.01,4,0.02125,7.78E-06,1.88E-06,0.23537
Chicago,USA,North America,2700000,2023,ElectricBike,4.04,6.46,4,0.002888,1.16E-06,3.33E-07,0.03035
Chicago,USA,North America,2700000,2023,Bus,12.596,9.86,4,0.081771,0.00107883,9.48E-05,1.02536
Chicago,USA,North America,2700000,2023,Rail,23.178,13,4,0.016961,5.82E-06,1.01E-06,0.12167
Chicago,USA,North America,2700000,2023,Bicycle,6.513,4.57,4,0,0,0,0
Chicago,USA,North America,2700000,2023,Walk,4.884,1.87,4,0,0,0,0
Chicago,USA,North America,2700000,2024,Car,39.302,12.01,4,0.172237,0.00041245,4.67E-05,2.12441
Chicago,USA,North America,2700000,2024,Motorcycle,1.711,7.91,4,0.099272,0.00065287,7.72E-05,1.47558
Chicago,USA,North America,2700000,2024,ElectricCar,9.082,13.33,4,0.019973,7.27E-06,1.90E-06,0.21897
Chicago,USA,North America,2700000,2024,ElectricBike,4.301,6.51,4,0.00319,1.15E-06,3.04E-07,0.03066
Chicago,USA,North America,2700000,2024,Bus,12.501,9.6,4,0.08373,0.00109319,9.90E-05,1.00708
Chicago,USA,North America,2700000,2024,Rail,22.636,13.61,4,0.015979,5.80E-06,1.21E-06,0.12158
Chicago,USA,North America,2700000,2024,Bicycle,5.854,5.04,4,0,0,0,0
Chicago,USA,North America,2700000,2024,Walk,4.613,1.81,4,0,0,0,0
São Paulo,Brazil,South America,12300000,2015,Car,36,12.77,3,0.190769,0.00045057,6.23E-05,2.63223
São Paulo,Brazil,South America,12300000,2015,Motorcycle,8.34,7.76,3,0.115935,0.00072647,8.25E-05,1.68893
São Paulo,Brazil,South America,12300000,2015,ElectricCar,2.827,12.9,3,0.011632,4.52E-06,1.09E-06,0.12608
São Paulo,Brazil,South America,12300000,2015,ElectricBike,1.941,7.49,3,0.001708,6.20E-07,1.86E-07,0.017
São Paulo,Brazil,South America,12300000,2015,Bus,28.098,10.14,3,0.088515,0.00122628,0.000120762,1.13427
São Paulo,Brazil,South America,12300000,2015,Rail,14.499,14.31,3,0.009138,2.94E-06,7.39E-07,0.06852
São Paulo,Brazil,South America,12300000,2015,Bicycle,3.864,4.91,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2015,Walk,4.432,2.45,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2016,Car,36.725,12.09,3,0.195702,0.00041237,6.12E-05,2.46416
São Paulo,Brazil,South America,12300000,2016,Motorcycle,7.438,7.74,3,0.112372,0.00081411,7.84E-05,1.60034
São Paulo,Brazil,South America,12300000,2016,ElectricCar,3.189,12.07,3,0.011166,3.85E-06,1.06E-06,0.11695
São Paulo,Brazil,South America,12300000,2016,ElectricBike,2.029,6.94,3,0.001616,6.20E-07,1.77E-07,0.01718
São Paulo,Brazil,South America,12300000,2016,Bus,27.216,9.47,3,0.085917,0.0012648,0.00012048,1.107
São Paulo,Brazil,South America,12300000,2016,Rail,14.339,15.15,3,0.009058,3.24E-06,6.13E-07,0.07152
São Paulo,Brazil,South America,12300000,2016,Bicycle,3.772,5.21,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2016,Walk,5.292,2.45,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2017,Car,34.154,12.35,3,0.178568,0.00044343,5.92E-05,2.49627
São Paulo,Brazil,South America,12300000,2017,Motorcycle,7.987,7.98,3,0.112446,0.00069956,8.88E-05,1.5697
São Paulo,Brazil,South America,12300000,2017,ElectricCar,4.018,12.55,3,0.011536,4.46E-06,1.12E-06,0.1191
São Paulo,Brazil,South America,12300000,2017,ElectricBike,2.647,6.68,3,0.001692,6.30E-07,1.57E-07,0.01686
São Paulo,Brazil,South America,12300000,2017,Bus,26.802,9.82,3,0.085878,0.0011211,0.000109912,1.12926
São Paulo,Brazil,South America,12300000,2017,Rail,14.975,14.98,3,0.009335,3.15E-06,6.31E-07,0.06383
São Paulo,Brazil,South America,12300000,2017,Bicycle,4.253,5.26,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2017,Walk,5.165,2.65,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2018,Car,32.516,11.8,2,0.179646,0.00039276,5.93E-05,2.36541
São Paulo,Brazil,South America,12300000,2018,Motorcycle,8.296,8.8,2,0.109262,0.00076208,8.11E-05,1.59308
São Paulo,Brazil,South America,12300000,2018,ElectricCar,4.278,13.01,2,0.010852,4.13E-06,9.71E-07,0.11823
São Paulo,Brazil,South America,12300000,2018,ElectricBike,3.135,7.09,2,0.001646,6.80E-07,1.76E-07,0.01671
São Paulo,Brazil,South America,12300000,2018,Bus,28.646,9.89,2,0.086333,0.00113126,0.000115079,1.07944
São Paulo,Brazil,South America,12300000,2018,Rail,14.811,13.64,2,0.008804,3.16E-06,5.79E-07,0.06401
São Paulo,Brazil,South America,12300000,2018,Bicycle,3.759,5.17,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2018,Walk,4.559,2.44,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2019,Car,34.969,11.91,2,0.165022,0.00042458,5.71E-05,2.35147
São Paulo,Brazil,South America,12300000,2019,Motorcycle,7.63,7.92,2,0.105455,0.00078715,8.85E-05,1.45247
São Paulo,Brazil,South America,12300000,2019,ElectricCar,4.263,13.81,2,0.011535,4.27E-06,9.74E-07,0.11146
São Paulo,Brazil,South America,12300000,2019,ElectricBike,2.98,7.39,2,0.001654,5.80E-07,1.69E-07,0.01702
São Paulo,Brazil,South America,12300000,2019,Bus,26.639,10.87,2,0.081565,0.00113706,0.000103787,1.06134
São Paulo,Brazil,South America,12300000,2019,Rail,14.423,14.58,2,0.008889,3.15E-06,5.77E-07,0.05909
São Paulo,Brazil,South America,12300000,2019,Bicycle,4.18,5.1,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2019,Walk,4.916,2.41,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2020,Car,34.195,12.01,3,0.179601,0.00043389,5.24E-05,2.33092
São Paulo,Brazil,South America,12300000,2020,Motorcycle,7.237,8.18,3,0.10834,0.00073048,7.47E-05,1.58924
São Paulo,Brazil,South America,12300000,2020,ElectricCar,4.454,13.4,3,0.010529,3.97E-06,9.96E-07,0.11452
São Paulo,Brazil,South America,12300000,2020,ElectricBike,3.174,6.82,3,0.001734,5.80E-07,1.59E-07,0.0174
São Paulo,Brazil,South America,12300000,2020,Bus,28.386,10.27,3,0.080771,0.00112445,0.000115284,1.08052
São Paulo,Brazil,South America,12300000,2020,Rail,14.202,13.99,3,0.008095,2.71E-06,5.51E-07,0.06324
São Paulo,Brazil,South America,12300000,2020,Bicycle,3.536,5.43,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2020,Walk,4.816,2.34,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2021,Car,35.681,11.73,3,0.175879,0.0004164,5.51E-05,2.44003
São Paulo,Brazil,South America,12300000,2021,Motorcycle,7.162,8.45,3,0.1035,0.00076241,8.24E-05,1.44876
São Paulo,Brazil,South America,12300000,2021,ElectricCar,4.867,14.12,3,0.011093,3.85E-06,1.06E-06,0.11531
São Paulo,Brazil,South America,12300000,2021,ElectricBike,3.527,7.52,3,0.001636,5.90E-07,1.61E-07,0.017
São Paulo,Brazil,South America,12300000,2021,Bus,26.034,10.57,3,0.084746,0.00103048,9.76E-05,1.01671
São Paulo,Brazil,South America,12300000,2021,Rail,14.664,14.57,3,0.007443,2.94E-06,5.19E-07,0.0614
São Paulo,Brazil,South America,12300000,2021,Bicycle,3.666,5.53,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2021,Walk,4.399,2.61,3,0,0,0,0
São Paulo,Brazil,South America,12300000,2022,Car,33.483,12.41,2,0.169615,0.00037159,5.08E-05,2.20459
São Paulo,Brazil,South America,12300000,2022,Motorcycle,7.685,8.97,2,0.105811,0.00071264,8.22E-05,1.4088
São Paulo,Brazil,South America,12300000,2022,ElectricCar,5.309,13.84,2,0.011265,3.42E-06,8.74E-07,0.11914
São Paulo,Brazil,South America,12300000,2022,ElectricBike,3.423,7.47,2,0.001646,5.50E-07,1.60E-07,0.01641
São Paulo,Brazil,South America,12300000,2022,Bus,27.158,10.95,2,0.084059,0.00101486,0.000105731,1.05194
São Paulo,Brazil,South America,12300000,2022,Rail,14.467,14.11,2,0.008655,2.92E-06,5.55E-07,0.05969
São Paulo,Brazil,South America,12300000,2022,Bicycle,3.621,5.37,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2022,Walk,4.854,2.56,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2023,Car,34.296,12.22,2,0.177585,0.0003991,4.82E-05,2.28945
São Paulo,Brazil,South America,12300000,2023,Motorcycle,7.507,8.01,2,0.095639,0.00063136,8.22E-05,1.40172
São Paulo,Brazil,South America,12300000,2023,ElectricCar,5.524,14.04,2,0.011192,3.55E-06,9.03E-07,0.11189
São Paulo,Brazil,South America,12300000,2023,ElectricBike,4.729,7.32,2,0.001586,5.60E-07,1.46E-07,0.01543
São Paulo,Brazil,South America,12300000,2023,Bus,25.649,9.81,2,0.085578,0.00106519,0.000108253,0.99064
São Paulo,Brazil,South America,12300000,2023,Rail,13.673,13.94,2,0.007694,2.71E-06,5.50E-07,0.06391
São Paulo,Brazil,South America,12300000,2023,Bicycle,3.955,5.07,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2023,Walk,4.667,2.49,2,0,0,0,0
São Paulo,Brazil,South America,12300000,2024,Car,31.304,13.11,4,0.172038,0.00039299,4.24E-05,2.06821
São Paulo,Brazil,South America,12300000,2024,Motorcycle,7.493,8.26,4,0.099225,0.00064949,6.25E-05,1.42856
São Paulo,Brazil,South America,12300000,2024,ElectricCar,5.74,12.65,4,0.010071,3.95E-06,8.74E-07,0.10529
São Paulo,Brazil,South America,12300000,2024,ElectricBike,4.345,7.41,4,0.001667,5.30E-07,1.45E-07,0.01725
São Paulo,Brazil,South America,12300000,2024,Bus,27.649,10.16,4,0.075613,0.00103243,9.28E-05,1.05912
São Paulo,Brazil,South America,12300000,2024,Rail,15.081,13.62,4,0.007944,2.73E-06,5.58E-07,0.05995
São Paulo,Brazil,South America,12300000,2024,Bicycle,4.024,4.87,4,0,0,0,0
São Paulo,Brazil,South America,12300000,2024,Walk,4.365,2.55,4,0,0,0,0
Bogota,Colombia,South America,7400000,2015,Car,20.487,12.04,4,0.189266,0.00043369,6.03E-05,2.49597
Bogota,Colombia,South America,7400000,2015,Motorcycle,8.471,7.98,4,0.113096,0.00082153,9.07E-05,1.72091
Bogota,Colombia,South America,7400000,2015,ElectricCar,2.006,12.28,4,0.020154,6.61E-06,1.79E-06,0.20014
Bogota,Colombia,South America,7400000,2015,ElectricBike,1.982,7.45,4,0.003122,1.14E-06,3.16E-07,0.02982
Bogota,Colombia,South America,7400000,2015,Bus,47.328,10.45,4,0.085786,0.00128121,0.000119368,1.08059
Bogota,Colombia,South America,7400000,2015,Rail,4.816,14.17,4,0.015914,5.48E-06,1.07E-06,0.1161
Bogota,Colombia,South America,7400000,2015,Bicycle,7.241,5.22,4,0,0,0,0
Bogota,Colombia,South America,7400000,2015,Walk,7.669,2.56,4,0,0,0,0
Bogota,Colombia,South America,7400000,2016,Car,18.259,11.5,2,0.19495,0.00041015,5.49E-05,2.2963
Bogota,Colombia,South America,7400000,2016,Motorcycle,8.977,8.08,2,0.110542,0.00079854,9.73E-05,1.54217
Bogota,Colombia,South America,7400000,2016,ElectricCar,1.982,13.67,2,0.020558,7.62E-06,2.10E-06,0.21376
Bogota,Colombia,South America,7400000,2016,ElectricBike,2.37,7.21,2,0.003162,1.14E-06,3.05E-07,0.03114
Bogota,Colombia,South America,7400000,2016,Bus,48.628,10.49,2,0.077953,0.00113678,0.000112665,1.03826
Bogota,Colombia,South America,7400000,2016,Rail,4.985,15.44,2,0.015968,5.74E-06,1.26E-06,0.11217
Bogota,Colombia,South America,7400000,2016,Bicycle,6.824,5.47,2,0,0,0,0
Bogota,Colombia,South America,7400000,2016,Walk,7.975,2.47,2,0,0,0,0
Bogota,Colombia,South America,7400000,2017,Car,19.805,11.84,4,0.197847,0.00043513,6.33E-05,2.54613
Bogota,Colombia,South America,7400000,2017,Motorcycle,9.065,7.49,4,0.115246,0.00081375,8.85E-05,1.55823
Bogota,Colombia,South America,7400000,2017,ElectricCar,2.765,12.35,4,0.019171,7.56E-06,1.89E-06,0.2014
Bogota,Colombia,South America,7400000,2017,ElectricBike,2.816,6.79,4,0.002989,1.11E-06,3.24E-07,0.02909
Bogota,Colombia,South America,7400000,2017,Bus,45.428,9.96,4,0.091603,0.00114802,0.000113307,1.02779
Bogota,Colombia,South America,7400000,2017,Rail,5.044,14.69,4,0.014221,5.15E-06,1.08E-06,0.10856
Bogota,Colombia,South America,7400000,2017,Bicycle,6.766,4.8,4,0,0,0,0
Bogota,Colombia,South America,7400000,2017,Walk,8.311,2.27,4,0,0,0,0
Bogota,Colombia,South America,7400000,2018,Car,19.558,11.45,4,0.184361,0.00039495,5.59E-05,2.31703
Bogota,Colombia,South America,7400000,2018,Motorcycle,8.629,8.13,4,0.104644,0.00076974,8.39E-05,1.48036
Bogota,Colombia,South America,7400000,2018,ElectricCar,2.711,12.65,4,0.019214,7.25E-06,1.75E-06,0.1999
Bogota,Colombia,South America,7400000,2018,ElectricBike,2.915,7.43,4,0.002858,1.01E-06,2.41E-07,0.02932
Bogota,Colombia,South America,7400000,2018,Bus,47.066,9.5,4,0.084934,0.00119791,0.000118566,1.1262
Bogota,Colombia,South America,7400000,2018,Rail,4.783,13.92,4,0.014929,5.58E-06,1.17E-06,0.11315
Bogota,Colombia,South America,7400000,2018,Bicycle,6.786,4.99,4,0,0,0,0
Bogota,Colombia,South America,7400000,2018,Walk,7.552,2.32,4,0,0,0,0
Bogota,Colombia,South America,7400000,2019,Car,18.479,12.37,2,0.179265,0.00041732,5.57E-05,2.46353
Bogota,Colombia,South America,7400000,2019,Motorcycle,8.491,8.25,2,0.106704,0.00067031,8.45E-05,1.48948
Bogota,Colombia,South America,7400000,2019,ElectricCar,2.74,13.79,2,0.018995,6.93E-06,1.60E-06,0.1983
Bogota,Colombia,South America,7400000,2019,ElectricBike,3.353,6.79,2,0.002895,1.10E-06,2.58E-07,0.02961
Bogota,Colombia,South America,7400000,2019,Bus,46.881,9.59,2,0.08886,0.00115713,0.000120669,1.08991
Bogota,Colombia,South America,7400000,2019,Rail,5.214,13.88,2,0.015019,5.35E-06,1.06E-06,0.11306
Bogota,Colombia,South America,7400000,2019,Bicycle,6.922,5.39,2,0,0,0,0
Bogota,Colombia,South America,7400000,2019,Walk,7.919,2.22,2,0,0,0,0
Bogota,Colombia,South America,7400000,2020,Car,19.561,12.21,3,0.188171,0.00041913,5.61E-05,2.19787
Bogota,Colombia,South America,7400000,2020,Motorcycle,8.314,7.75,3,0.110593,0.0006899,8.76E-05,1.58184
Bogota,Colombia,South America,7400000,2020,ElectricCar,3.198,13.05,3,0.01958,7.15E-06,1.74E-06,0.19472
Bogota,Colombia,South America,7400000,2020,ElectricBike,3.612,7.3,3,0.002804,1.10E-06,2.65E-07,0.0297
Bogota,Colombia,South America,7400000,2020,Bus,47.121,9.21,3,0.088003,0.00103888,9.92E-05,1.0136
Bogota,Colombia,South America,7400000,2020,Rail,5.033,14.31,3,0.013817,4.90E-06,1.06E-06,0.1084
Bogota,Colombia,South America,7400000,2020,Bicycle,6.414,4.98,3,0,0,0,0
Bogota,Colombia,South America,7400000,2020,Walk,6.746,2.24,3,0,0,0,0
Bogota,Colombia,South America,7400000,2021,Car,20.01,11.96,4,0.172659,0.00039861,5.63E-05,2.49307
Bogota,Colombia,South America,7400000,2021,Motorcycle,9.395,7.56,4,0.097102,0.00070277,7.37E-05,1.43744
Bogota,Colombia,South America,7400000,2021,ElectricCar,2.968,13.21,4,0.018914,6.53E-06,1.68E-06,0.19474
Bogota,Colombia,South America,7400000,2021,ElectricBike,3.687,7.04,4,0.002898,1.06E-06,2.49E-07,0.03013
Bogota,Colombia,South America,7400000,2021,Bus,44.686,10.09,4,0.078542,0.00105056,0.000101284,1.057
Bogota,Colombia,South America,7400000,2021,Rail,4.528,14.11,4,0.014447,4.56E-06,1.05E-06,0.10629
Bogota,Colombia,South America,7400000,2021,Bicycle,6.674,5.03,4,0,0,0,0
Bogota,Colombia,South America,7400000,2021,Walk,8.05,2.37,4,0,0,0,0
Bogota,Colombia,South America,7400000,2022,Car,19.368,12.21,4,0.181477,0.0003971,5.35E-05,2.33904
Bogota,Colombia,South America,7400000,2022,Motorcycle,8.392,8.37,4,0.090164,0.00072208,8.25E-05,1.3788
Bogota,Colombia,South America,7400000,2022,ElectricCar,3.285,12.69,4,0.017768,6.72E-06,1.71E-06,0.19477
Bogota,Colombia,South America,7400000,2022,ElectricBike,4.037,6.75,4,0.002764,1.04E-06,2.50E-07,0.02641
Bogota,Colombia,South America,7400000,2022,Bus,45.245,10.43,4,0.079038,0.00105798,9.21E-05,1.03112
Bogota,Colombia,South America,7400000,2022,Rail,5.312,13.79,4,0.014847,4.76E-06,9.22E-07,0.09781
Bogota,Colombia,South America,7400000,2022,Bicycle,6.645,4.91,4,0,0,0,0
Bogota,Colombia,South America,7400000,2022,Walk,7.717,2.28,4,0,0,0,0
Bogota,Colombia,South America,7400000,2023,Car,18.497,12.44,4,0.175855,0.00039352,5.04E-05,2.19502
Bogota,Colombia,South America,7400000,2023,Motorcycle,8.963,8.4,4,0.09776,0.00066369,8.26E-05,1.47002
Bogota,Colombia,South America,7400000,2023,ElectricCar,3.616,13.29,4,0.018653,6.27E-06,1.66E-06,0.19794
Bogota,Colombia,South America,7400000,2023,ElectricBike,3.966,7.26,4,0.002777,9.30E-07,2.59E-07,0.02715
Bogota,Colombia,South America,7400000,2023,Bus,46.594,10.29,4,0.085323,0.00093686,9.56E-05,1.01538
Bogota,Colombia,South America,7400000,2023,Rail,4.597,14.27,4,0.01407,5.15E-06,9.62E-07,0.10351
Bogota,Colombia,South America,7400000,2023,Bicycle,6.107,4.99,4,0,0,0,0
Bogota,Colombia,South America,7400000,2023,Walk,7.659,2.24,4,0,0,0,0
Bogota,Colombia,South America,7400000,2024,Car,19.336,12.58,3,0.161364,0.00037846,4.33E-05,2.23583
Bogota,Colombia,South America,7400000,2024,Motorcycle,8.869,7.73,3,0.094281,0.000684,7.41E-05,1.44246
Bogota,Colombia,South America,7400000,2024,ElectricCar,4.273,12.19,3,0.017947,6.18E-06,1.56E-06,0.18454
Bogota,Colombia,South America,7400000,2024,ElectricBike,4.44,7.25,3,0.002514,9.90E-07,2.43E-07,0.02685
Bogota,Colombia,South America,7400000,2024,Bus,44.319,10.53,3,0.0783,0.00088515,0.000100139,1.00969
Bogota,Colombia,South America,7400000,2024,Rail,5.139,14.95,3,0.013382,4.51E-06,9.24E-07,0.10788
Bogota,Colombia,South America,7400000,2024,Bicycle,6.673,4.76,3,0,0,0,0
Bogota,Colombia,South America,7400000,2024,Walk,6.952,2.52,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2015,Car,29.176,12.3,3,0.191766,0.00048757,5.39E-05,2.45207
Mexico City,Mexico,North America,9200000,2015,Motorcycle,9.551,8.21,3,0.119673,0.00076228,8.82E-05,1.6893
Mexico City,Mexico,North America,9200000,2015,ElectricCar,1.933,13.17,3,0.028453,1.08E-05,2.75E-06,0.29018
Mexico City,Mexico,North America,9200000,2015,ElectricBike,1.911,7.49,3,0.004615,1.65E-06,4.45E-07,0.04357
Mexico City,Mexico,North America,9200000,2015,Bus,34.171,11.39,3,0.088573,0.00122383,0.000115654,1.09559
Mexico City,Mexico,North America,9200000,2015,Rail,14.786,14.72,3,0.020713,8.42E-06,1.62E-06,0.14699
Mexico City,Mexico,North America,9200000,2015,Bicycle,2.94,5.01,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2015,Walk,5.532,2.32,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2016,Car,32.848,12.95,3,0.196956,0.00045114,5.68E-05,2.43968
Mexico City,Mexico,North America,9200000,2016,Motorcycle,9.262,8.69,3,0.108272,0.00083988,8.76E-05,1.5944
Mexico City,Mexico,North America,9200000,2016,ElectricCar,2.269,13.46,3,0.028748,1.06E-05,3.30E-06,0.30994
Mexico City,Mexico,North America,9200000,2016,ElectricBike,2.254,7.42,3,0.004537,1.62E-06,4.31E-07,0.04476
Mexico City,Mexico,North America,9200000,2016,Bus,30.495,9.51,3,0.08454,0.00123463,0.000122326,1.11682
Mexico City,Mexico,North America,9200000,2016,Rail,14.294,14.04,3,0.022618,7.85E-06,1.64E-06,0.1623
Mexico City,Mexico,North America,9200000,2016,Bicycle,2.917,5.08,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2016,Walk,5.661,2.58,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2017,Car,29.66,11.95,4,0.189197,0.00044334,5.90E-05,2.50939
Mexico City,Mexico,North America,9200000,2017,Motorcycle,9.707,7.98,4,0.105683,0.00078936,8.27E-05,1.60619
Mexico City,Mexico,North America,9200000,2017,ElectricCar,2.278,13.26,4,0.029402,1.09E-05,2.58E-06,0.28855
Mexico City,Mexico,North America,9200000,2017,ElectricBike,2.511,6.67,4,0.004594,1.63E-06,4.05E-07,0.04302
Mexico City,Mexico,North America,9200000,2017,Bus,31.818,9.99,4,0.083753,0.00118897,0.000114627,1.09416
Mexico City,Mexico,North America,9200000,2017,Rail,15.181,14.04,4,0.021907,8.65E-06,1.62E-06,0.17179
Mexico City,Mexico,North America,9200000,2017,Bicycle,3,5.28,4,0,0,0,0
Mexico City,Mexico,North America,9200000,2017,Walk,5.845,2.41,4,0,0,0,0
Mexico City,Mexico,North America,9200000,2018,Car,27.297,11.38,2,0.195458,0.00042928,5.66E-05,2.52266
Mexico City,Mexico,North America,9200000,2018,Motorcycle,11.251,8.91,2,0.115566,0.00082552,8.77E-05,1.55935
Mexico City,Mexico,North America,9200000,2018,ElectricCar,2.808,12.92,2,0.026124,1.02E-05,2.45E-06,0.2796
Mexico City,Mexico,North America,9200000,2018,ElectricBike,3.097,7.18,2,0.004213,1.56E-06,4.62E-07,0.04418
Mexico City,Mexico,North America,9200000,2018,Bus,32.382,10.63,2,0.08297,0.00119141,0.000120037,1.0514
Mexico City,Mexico,North America,9200000,2018,Rail,14.066,13.95,2,0.021726,8.06E-06,1.55E-06,0.1557
Mexico City,Mexico,North America,9200000,2018,Bicycle,3.133,5.24,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2018,Walk,5.967,2.46,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2019,Car,27.931,12.69,2,0.169077,0.00040478,5.19E-05,2.37194
Mexico City,Mexico,North America,9200000,2019,Motorcycle,10.435,8.56,2,0.10598,0.00079262,8.67E-05,1.50755
Mexico City,Mexico,North America,9200000,2019,ElectricCar,2.72,12.75,2,0.029734,1.04E-05,2.37E-06,0.29754
Mexico City,Mexico,North America,9200000,2019,ElectricBike,3.325,7.23,2,0.003994,1.55E-06,3.75E-07,0.04034
Mexico City,Mexico,North America,9200000,2019,Bus,30.492,10.32,2,0.086496,0.00105859,0.000105395,1.00154
Mexico City,Mexico,North America,9200000,2019,Rail,15.59,14.25,2,0.021345,8.40E-06,1.37E-06,0.16551
Mexico City,Mexico,North America,9200000,2019,Bicycle,3.056,4.91,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2019,Walk,6.451,2.31,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2020,Car,28.862,12.58,2,0.164768,0.00040749,5.65E-05,2.37837
Mexico City,Mexico,North America,9200000,2020,Motorcycle,11.055,7.64,2,0.098266,0.00072546,6.83E-05,1.49245
Mexico City,Mexico,North America,9200000,2020,ElectricCar,3.401,12.99,2,0.026247,1.00E-05,2.15E-06,0.30433
Mexico City,Mexico,North America,9200000,2020,ElectricBike,3.594,6.86,2,0.004268,1.59E-06,4.21E-07,0.04394
Mexico City,Mexico,North America,9200000,2020,Bus,27.94,10.17,2,0.086724,0.00108383,0.000117962,1.05783
Mexico City,Mexico,North America,9200000,2020,Rail,16.339,15.06,2,0.02067,8.08E-06,1.57E-06,0.15518
Mexico City,Mexico,North America,9200000,2020,Bicycle,2.971,5.27,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2020,Walk,5.838,2.25,2,0,0,0,0
Mexico City,Mexico,North America,9200000,2021,Car,30.03,11.67,3,0.174176,0.00040078,5.59E-05,2.36264
Mexico City,Mexico,North America,9200000,2021,Motorcycle,10.517,8.62,3,0.102095,0.00076326,7.61E-05,1.46457
Mexico City,Mexico,North America,9200000,2021,ElectricCar,3.429,13.53,3,0.02753,9.76E-06,2.40E-06,0.28336
Mexico City,Mexico,North America,9200000,2021,ElectricBike,3.332,7.51,3,0.004076,1.34E-06,3.78E-07,0.04455
Mexico City,Mexico,North America,9200000,2021,Bus,30.392,10.43,3,0.081424,0.00111384,0.000104681,0.99373
Mexico City,Mexico,North America,9200000,2021,Rail,13.782,13.61,3,0.021737,6.92E-06,1.35E-06,0.16129
Mexico City,Mexico,North America,9200000,2021,Bicycle,2.796,5.23,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2021,Walk,5.722,2.38,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2022,Car,30.046,12.16,3,0.172206,0.00039896,4.91E-05,2.3511
Mexico City,Mexico,North America,9200000,2022,Motorcycle,9.363,7.85,3,0.100059,0.00067718,7.48E-05,1.44992
Mexico City,Mexico,North America,9200000,2022,ElectricCar,3.393,12.9,3,0.027758,9.91E-06,2.43E-06,0.28906
Mexico City,Mexico,North America,9200000,2022,ElectricBike,4.097,6.53,3,0.003904,1.41E-06,3.65E-07,0.04029
Mexico City,Mexico,North America,9200000,2022,Bus,30.274,10.22,3,0.084831,0.00107111,0.000106285,1.04143
Mexico City,Mexico,North America,9200000,2022,Rail,14.472,13.59,3,0.022516,6.74E-06,1.48E-06,0.15811
Mexico City,Mexico,North America,9200000,2022,Bicycle,3.106,5.26,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2022,Walk,5.249,2.67,3,0,0,0,0
Mexico City,Mexico,North America,9200000,2023,Car,27.177,12.19,4,0.164829,0.0004052,5.50E-05,2.14535
Mexico City,Mexico,North America,9200000,2023,Motorcycle,9.507,8.29,4,0.102045,0.00068513,7.52E-05,1.45828
Mexico City,Mexico,North America,9200000,2023,ElectricCar,3.647,12.88,4,0.027044,8.96E-06,2.48E-06,0.27854
Mexico City,Mexico,North America,9200000,2023,ElectricBike,4.508,6.99,4,0.004105,1.43E-06,4.03E-07,0.03951
